Time,Time Code,Country Name,Country Code,Forest area (% of land area) [AG.LND.FRST.ZS]
2013,YR2013,Latvia,LVA,53.9507959479016
2013,YR2013,Lebanon,LBN,13.405669599218
2013,YR2013,Lesotho,LSO,1.54808959156785
2013,YR2013,Liberia,LBR,44.0095514950166
2013,YR2013,Libya,LBY,0.123327687918433
2013,YR2013,Liechtenstein,LIE,43.125
2013,YR2013,Lithuania,LTU,34.7187873952932
2013,YR2013,Luxembourg,LUX,33.4749034749035
2013,YR2013,"Macao SAR, China",MAC,..
2013,YR2013,"Macedonia, FYR",MKD,39.5717684377478
2013,YR2013,Madagascar,MDG,21.4936404262633
2013,YR2013,Malawi,MWI,33.7611370386084
2013,YR2013,Malaysia,MYS,67.4679653020849
2013,YR2013,Maldives,MDV,3.33333333333333
2013,YR2013,Mali,MLI,3.99364033470197
2013,YR2013,Malta,MLT,1.09375
2013,YR2013,Marshall Islands,MHL,70.2222222222222
2013,YR2013,Mauritania,MRT,0.224604637624915
2013,YR2013,Mauritius,MUS,18.9753694581281
2013,YR2013,Mexico,MEX,34.0663082898223
2013,YR2013,"Micronesia, Fed. Sts.",FSM,91.7285714285714
2013,YR2013,Moldova,MDA,12.1593673965937
2013,YR2013,Monaco,MCO,..
2013,YR2013,Mongolia,MNG,8.205257601895
2013,YR2013,Montenegro,MNE,61.4869888475836
2013,YR2013,Morocco,MAR,12.65516468743
2013,YR2013,Mozambique,MOZ,48.7713319260408
2013,YR2013,Myanmar,MMR,46.1410546946775
2013,YR2013,Namibia,NAM,8.5843384469628
2013,YR2013,Nepal,NPL,25.364492500872
2013,YR2013,Netherlands,NLD,11.1315711315711
2013,YR2013,New Caledonia,NCL,45.8971553610503
2013,YR2013,New Zealand,NZL,38.5537959059664
2013,YR2013,Nicaragua,NIC,25.8766827322586
2013,YR2013,Niger,NER,0.921133654377516
2013,YR2013,Nigeria,NGA,8.57757721488411
2013,YR2013,Northern Mariana Islands,MNP,64.8478260869565
2013,YR2013,Norway,NOR,33.1503511341702
2013,YR2013,Oman,OMN,0.00646203554119548
2013,YR2013,Pakistan,PAK,2.02106683271067
2013,YR2013,Palau,PLW,87.6086956521739
2013,YR2013,Panama,PAN,62.5477535647027
2013,YR2013,Papua New Guinea,PNG,74.1169456344124
2013,YR2013,Paraguay,PRY,40.205889755852
2013,YR2013,Peru,PER,58.05328125
2013,YR2013,Philippines,PHL,25.3546634470269
2013,YR2013,Poland,POL,30.6737206492277
2013,YR2013,Portugal,PRT,34.9868995633188
2013,YR2013,Puerto Rico,PRI,55.1668545659526
2013,YR2013,Qatar,QAT,0
2013,YR2013,Romania,ROM,29.2248837108203
2013,YR2013,Russian Federation,RUS,49.7660749581575
2013,YR2013,Rwanda,RWA,18.9055533036076
2013,YR2013,Samoa,WSM,60.4240282685512
2013,YR2013,San Marino,SMR,0
2013,YR2013,Sao Tome and Principe,STP,55.8333333333333
2013,YR2013,Saudi Arabia,SAU,0.454484134921779
2013,YR2013,Senegal,SEN,43.3854464239339
2013,YR2013,Serbia,SRB,31.0679167619483
2013,YR2013,Seychelles,SYC,89.3846153846154
2013,YR2013,Sierra Leone,SLE,40.4100858963702
2013,YR2013,Singapore,SGP,23.1258840169731
2013,YR2013,Sint Maarten (Dutch part),SXM,..
2013,YR2013,Slovak Republic,SVK,40.3343869572451
2013,YR2013,Slovenia,SVN,61.9463753723932
2013,YR2013,Solomon Islands,SLB,78.463737048946
2013,YR2013,Somalia,SOM,10.3876685688781
2013,YR2013,South Africa,ZAF,7.61773652408313
2013,YR2013,South Sudan,SSD,..
2013,YR2013,Spain,ESP,36.683792807021
2013,YR2013,Sri Lanka,LKA,33.2195822037952
2013,YR2013,St. Kitts and Nevis,KNA,42.3076923076923
2013,YR2013,St. Lucia,LCA,33.4754098360656
2013,YR2013,St. Martin (French part),MAF,..
2013,YR2013,St. Vincent and the Grenadines,VCT,69.2307692307692
2013,YR2013,Sudan,SDN,8.23180555555556
2013,YR2013,Suriname,SUR,98.3307692307692
2013,YR2013,Swaziland,SWZ,33.5348837209302
2013,YR2013,Sweden,SWE,68.9178573182108
2013,YR2013,Switzerland,CHE,31.5416540135641
2013,YR2013,Syrian Arab Republic,SYR,2.67385503458041
2013,YR2013,Tajikistan,TJK,2.93798228065161
2013,YR2013,Tanzania,TZA,52.8381124407315
2013,YR2013,Thailand,THA,31.9814441464895
2013,YR2013,Timor-Leste,TMP,47.6395427034297
2013,YR2013,Togo,TGO,4.18459275602133
2013,YR2013,Tonga,TON,12.5
2013,YR2013,Trinidad and Tobago,TTO,45.0779727095517
2013,YR2013,Tunisia,TUN,6.56925849639547
2013,YR2013,Turkey,TUR,14.9554980964879
2013,YR2013,Turkmenistan,TKM,8.78215904496414
2013,YR2013,Turks and Caicos Islands,TCA,36.2105263157895
2013,YR2013,Tuvalu,TUV,33.3333333333333
2013,YR2013,Uganda,UGA,11.7065629363655
2013,YR2013,Ukraine,UKR,16.594282952427
2013,YR2013,United Arab Emirates,ARE,3.83349282296651
2013,YR2013,United Kingdom,GBR,12.8549580457157
2013,YR2013,United States,USA,33.8395963014708
2013,YR2013,Uruguay,URY,10.2817963661296
2013,YR2013,Uzbekistan,UZB,7.62139163140574
2013,YR2013,Vanuatu,VUT,36.0951599671862
2013,YR2013,"Venezuela, RB",VEN,53.2983390964231
2013,YR2013,Vietnam,VNM,46.8120101912471
2013,YR2013,Virgin Islands (U.S.),VIR,50.9142857142857
2013,YR2013,West Bank and Gaza,WBG,1.52325581395349
2013,YR2013,"Yemen, Rep.",YEM,1.03983180862549
2013,YR2013,Zambia,ZMB,65.8714806494572
2013,YR2013,Zimbabwe,ZWE,37.965102753005
